passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p,status
MNK9689177,22/4/2021 16:45,AO04,DV04FQL29609,2.8,AO04,DV04FQL29609,AO,home,unpaid
DWX7497271,22/4/2021 16:50,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
RLI2784358,22/4/2021 17:00,NE10,VX68BAR38623,1.5,NE10,VX68BAR38623,NE,home,unpaid
SDK3163357,22/4/2021 17:25,EG08,QX75YWC61835,1,EG08,QX75YWC61835,OO,away,unpaid
JCQ8689232,22/4/2021 17:52,AO07,SY96JDQ97089,1.5,AO07,SY96JDQ97089,AO,home,unpaid
GSL3859843,22/4/2021 18:14,AO15,IN99SEN20660,2.8,AO15,IN99SEN20660,EG,away,unpaid
OHE8689934,22/4/2021 18:17,NE09,EV77EDV52985,1,NE09,EV77EDV52985,NE,home,unpaid
IKE3649832,22/4/2021 18:44,OO01,EE22TMX10817,2,OO01,EE22TMX10817,OO,home,unpaid
HDZ5375299,22/4/2021 19:29,NE04,EV77EDV52985,1,NE04,EV77EDV52985,NE,home,unpaid
ZGT1160733,22/4/2021 21:45,AO02,DP11ENT03275,3.1,AO02,DP11ENT03275,AO,home,unpaid
HAA5866624,22/4/2021 22:26,MR04,KF48RSD79865,2.8,MR04,KF48RSD79865,MR,home,unpaid
DWE0017786,22/4/2021 22:34,NE00,PM58XHX45588,2.2,NE00,PM58XHX45588,NE,home,unpaid
OOX4474663,22/4/2021 22:36,EG04,IW53OQE31439,2.8,EG04,IW53OQE31439,EG,home,unpaid
KQR9676291,22/4/2021 23:03,OO10,VJ92OYV94295,2.5,OO10,VJ92OYV94295,OO,home,unpaid
RCA6896328,22/4/2021 23:24,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
BFM9336529,22/4/2021 23:36,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
YPY3420484,22/4/2021 23:58,NE11,MP14WFM40909,2.8,NE11,MP14WFM40909,GF,away,unpaid
VUO5524051,23/4/2021 00:33,KO01,UO75YNW62238,2.8,KO01,UO75YNW62238,KO,home,unpaid
KIL9271367,23/4/2021 02:05,OO06,EE22TMX10817,2,OO06,EE22TMX10817,OO,home,unpaid
DRC0196065,23/4/2021 03:11,EG08,AT19HLV57173,2,EG08,AT19HLV57173,OO,away,unpaid
IGL7361341,23/4/2021 03:11,NE12,VX68BAR38623,1.5,NE12,VX68BAR38623,NE,home,unpaid
GJS1158245,23/4/2021 04:24,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
ZMG5179421,23/4/2021 04:51,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
YMF0541115,23/4/2021 04:54,AO02,OC94ASJ72024,1,AO02,OC94ASJ72024,AO,home,unpaid
DFA5879764,23/4/2021 05:06,KO09,KB55KTM48860,2.5,KO09,KB55KTM48860,KO,home,unpaid
SES5962365,23/4/2021 06:44,EG11,XV91YMP27722,2.2,EG11,XV91YMP27722,MR,away,unpaid
MIY7802692,23/4/2021 07:05,AO08,HT62RDI04611,2.8,AO08,HT62RDI04611,AO,home,unpaid
NBT1439091,23/4/2021 08:11,OO04,VJ92OYV94295,2.5,OO04,VJ92OYV94295,OO,home,unpaid
QXB2134033,23/4/2021 08:17,NE11,ED51EWW52190,2.8,NE11,ED51EWW52190,KO,away,unpaid
AXY4200717,23/4/2021 08:37,KO00,QW79CHL42244,2.8,KO00,QW79CHL42244,KO,home,unpaid
SUI8330690,23/4/2021 09:45,MR07,KF48RSD79865,2.8,MR07,KF48RSD79865,MR,home,unpaid
GXA6685132,23/4/2021 10:30,MR00,EZ65FLV39493,2.8,MR00,EZ65FLV39493,MR,home,unpaid
WUI0564043,23/4/2021 13:22,NE13,AY38OQF67603,2.2,NE13,AY38OQF67603,OO,away,unpaid
CBG0812273,23/4/2021 13:25,AO09,YL27IFD65117,2,AO09,YL27IFD65117,AO,home,unpaid
LBK4385474,23/4/2021 13:35,AO01,HT62RDI04611,2.8,AO01,HT62RDI04611,AO,home,unpaid
WCU3179424,23/4/2021 13:45,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
ZQT6394741,23/4/2021 14:40,AO05,MX39VOS38645,2.8,AO05,MX39VOS38645,AO,home,unpaid
ZBE6597461,23/4/2021 15:17,OO05,EN26OAB52983,3.1,OO05,EN26OAB52983,GF,away,unpaid
HTM1658475,23/4/2021 16:26,GF00,MP14WFM40909,2.8,GF00,MP14WFM40909,GF,home,unpaid
FSA3859851,23/4/2021 16:28,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
UDZ3548101,23/4/2021 16:30,NE04,VX68BAR38623,1.5,NE04,VX68BAR38623,NE,home,unpaid
WBM9194109,23/4/2021 16:55,AO14,LG64ARC91224,13,AO14,LG64ARC91224,AO,home,unpaid
FJM8014719,23/4/2021 17:03,EG04,XE59BZM26378,2.5,EG04,XE59BZM26378,EG,home,unpaid
RMF6564969,23/4/2021 17:38,AO18,PE73VJU23485,2.8,AO18,PE73VJU23485,AO,home,unpaid
NKH2170705,23/4/2021 18:04,NE12,JV67MTI17124,2.5,NE12,JV67MTI17124,NE,home,unpaid
MAQ2936239,23/4/2021 19:27,KO08,ED51EWW52190,2.8,KO08,ED51EWW52190,KO,home,unpaid
CBU7192999,23/4/2021 21:36,MR01,RR98KQE80731,1.25,MR01,RR98KQE80731,MR,home,unpaid
QNK3138410,23/4/2021 21:47,AO14,LG64ARC91224,13,AO14,LG64ARC91224,AO,home,unpaid
WDR4831466,23/4/2021 22:04,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
SWX0555645,23/4/2021 23:48,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
ZDZ8543872,24/4/2021 00:01,NE16,EG95RTB75032,2.8,NE16,EG95RTB75032,NE,home,unpaid
FYX5962059,24/4/2021 01:00,OO01,BI87HYL81972,2.8,OO01,BI87HYL81972,MR,away,unpaid
VXB8940223,24/4/2021 02:44,NE08,EG95RTB75032,2.8,NE08,EG95RTB75032,NE,home,unpaid
LNV2439289,24/4/2021 02:53,OO01,PF04UCA93312,3.1,OO01,PF04UCA93312,GF,away,unpaid
ZUI8386750,24/4/2021 05:04,MR07,QH15HWX24570,3.1,MR07,QH15HWX24570,MR,home,unpaid
DUT7332790,24/4/2021 07:15,KO06,WY00MLL63827,1,KO06,WY00MLL63827,KO,home,unpaid
FRQ9693440,24/4/2021 08:19,EG04,IN99SEN20660,2.8,EG04,IN99SEN20660,EG,home,unpaid
OED7694923,24/4/2021 08:58,NE10,UP28MBM38391,2,NE10,UP28MBM38391,NE,home,unpaid
EUU1834450,24/4/2021 09:16,KO01,QW79CHL42244,2.8,KO01,QW79CHL42244,KO,home,unpaid
WEE1903572,24/4/2021 10:35,MR01,QN23UHH39091,2.8,MR01,QN23UHH39091,MR,home,unpaid
KLW8555597,24/4/2021 11:06,OO01,TZ48CCW54765,1.25,OO01,TZ48CCW54765,EG,away,unpaid
JWU2076264,24/4/2021 11:30,AO00,OC94ASJ72024,1,AO00,OC94ASJ72024,AO,home,unpaid
LFL1133037,24/4/2021 12:02,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home,unpaid
HIA8258083,24/4/2021 12:42,NE15,EV77EDV52985,1,NE15,EV77EDV52985,NE,home,unpaid
QYR5107178,24/4/2021 12:45,KO05,KB55KTM48860,2.5,KO05,KB55KTM48860,KO,home,unpaid
FZB1045867,24/4/2021 12:46,KO08,WY00MLL63827,1,KO08,WY00MLL63827,KO,home,unpaid
PZZ2086401,24/4/2021 14:34,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
VOJ8951378,24/4/2021 14:50,GF00,MP14WFM40909,2.8,GF00,MP14WFM40909,GF,home,unpaid
OZZ6492814,24/4/2021 16:31,AO01,LG64ARC91224,13,AO01,LG64ARC91224,AO,home,unpaid
FKD8564894,24/4/2021 16:55,AO03,PE73VJU23485,2.8,AO03,PE73VJU23485,AO,home,unpaid
WHV3827345,24/4/2021 17:27,GF00,QX75YWC61835,13,GF00,QX75YWC61835,OO,away,unpaid
LCE9687682,24/4/2021 17:28,NE06,QR03XCJ37459,1,NE06,QR03XCJ37459,OO,away,unpaid
CNZ5410778,24/4/2021 20:12,OO11,RK48BOP88344,2.8,OO11,RK48BOP88344,OO,home,unpaid
YEN8803340,24/4/2021 20:17,AO08,RR73DWB65452,2.8,AO08,RR73DWB65452,AO,home,unpaid
PWJ7681142,24/4/2021 20:36,OO06,EM54HQI58682,2.8,OO06,EM54HQI58682,OO,home,unpaid
DMI2900320,24/4/2021 21:23,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
HGT7179925,24/4/2021 21:58,AO04,DV04FQL29609,3.1,AO04,DV04FQL29609,AO,home,unpaid
GJE5695093,24/4/2021 22:54,KO07,JO50FSF60755,2.2,KO07,JO50FSF60755,KO,home,unpaid
HRF8284846,24/4/2021 23:48,MR06,UA13YTK28483,2.8,MR06,UA13YTK28483,MR,home,unpaid
FAY3586887,25/4/2021 00:19,KO01,ZY93PCY41868,1.5,KO01,ZY93PCY41868,KO,home,unpaid
BML4431414,25/4/2021 00:41,AO13,BM25PHF40639,13,AO13,BM25PHF40639,AO,home,unpaid
VVI9686418,25/4/2021 01:21,EG11,MU06LHX94338,1.5,EG11,MU06LHX94338,EG,home,unpaid
QVK8060396,25/4/2021 02:44,OO06,QX75YWC61835,2.5,OO06,QX75YWC61835,OO,home,unpaid
MPM7776608,25/4/2021 03:24,KO07,QO77TFN61853,2.2,KO07,QO77TFN61853,KO,home,unpaid
LQK7214736,25/4/2021 04:31,KO04,HW75BKT77773,2.2,KO04,HW75BKT77773,KO,home,unpaid
YUO2464396,25/4/2021 04:31,EG09,HA82SCK64299,1.25,EG09,HA82SCK64299,MR,away,unpaid
RUY8978374,25/4/2021 04:33,OO01,EE22TMX10817,2,OO01,EE22TMX10817,OO,home,unpaid
VHR4108267,25/4/2021 06:16,MR03,QN23UHH39091,2.8,MR03,QN23UHH39091,MR,home,unpaid
QNU5555869,25/4/2021 07:45,AO06,JE65QJK64802,2.8,AO06,JE65QJK64802,GF,away,unpaid
WKG5060933,25/4/2021 08:09,AO09,YL27IFD65117,2,AO09,YL27IFD65117,AO,home,unpaid
XEI7318364,25/4/2021 08:19,EG05,EC02LZC49528,2.8,EG05,EC02LZC49528,EG,home,unpaid
XDA7502818,25/4/2021 09:38,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home,unpaid
OYO3065684,25/4/2021 10:04,AO06,YL27IFD65117,2,AO06,YL27IFD65117,AO,home,unpaid
DUJ0534556,25/4/2021 10:17,OO07,EE22TMX10817,2,OO07,EE22TMX10817,OO,home,unpaid
ZJI0494261,25/4/2021 11:43,AO18,CM15YCB60994,2.8,AO18,CM15YCB60994,EG,away,unpaid
ENM0102040,25/4/2021 12:12,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
XFL2910115,25/4/2021 12:31,NE13,NY14GZR94632,2.8,NE13,NY14GZR94632,NE,home,unpaid
OZB5990879,25/4/2021 13:33,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
IMX3292191,25/4/2021 13:59,EG05,XV91YMP27722,3.1,EG05,XV91YMP27722,MR,away,unpaid
PCP4900842,25/4/2021 14:02,NE05,QP02SYE47964,2.8,NE05,QP02SYE47964,NE,home,unpaid
EFQ8721400,25/4/2021 14:14,OO00,AT19HLV57173,2.8,OO00,AT19HLV57173,OO,home,unpaid
BHM0214337,25/4/2021 14:38,MR08,QH15HWX24570,3.1,MR08,QH15HWX24570,MR,home,unpaid
LVN8352268,25/4/2021 14:55,EG11,EC02LZC49528,2.8,EG11,EC02LZC49528,EG,home,unpaid
WZM4085124,25/4/2021 16:00,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
IJL5775096,25/4/2021 16:31,MR06,BI87HYL81972,1,MR06,BI87HYL81972,MR,home,unpaid
PAL0952514,25/4/2021 16:33,OO09,AY38OQF67603,2.8,OO09,AY38OQF67603,OO,home,unpaid
RUV6073400,25/4/2021 17:52,NE04,VX68BAR38623,1.5,NE04,VX68BAR38623,NE,home,unpaid
NFV4278082,25/4/2021 18:07,OO11,JF94VYA88954,2.8,OO11,JF94VYA88954,OO,home,unpaid
NDY5534378,25/4/2021 18:12,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
ZNY6666750,25/4/2021 19:01,KO07,QO77TFN61853,2.2,KO07,QO77TFN61853,KO,home,unpaid
FSD4204272,25/4/2021 19:06,GF00,MP14WFM40909,2.8,GF00,MP14WFM40909,GF,home,unpaid
VFY9119771,25/4/2021 19:27,EG02,DW44ZOO26361,2.5,EG02,DW44ZOO26361,EG,home,unpaid
SOQ5808473,25/4/2021 21:16,NE14,MQ65WJJ60020,2.8,NE14,MQ65WJJ60020,KO,away,unpaid
GTI6150880,25/4/2021 21:40,AO00,CP56DAO45598,2.8,AO00,CP56DAO45598,GF,away,unpaid
ULL5586698,25/4/2021 22:38,AO02,SU00RDZ36214,2.8,AO02,SU00RDZ36214,AO,home,unpaid
PFX6053812,25/4/2021 22:41,MR06,QH15HWX24570,3.1,MR06,QH15HWX24570,MR,home,unpaid
ZQX3163318,25/4/2021 23:57,OO09,XV40HUQ04740,1,OO09,XV40HUQ04740,OO,home,unpaid
VMT7649015,26/4/2021 00:09,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home,unpaid
GWY4299325,26/4/2021 01:01,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home,unpaid
CUH0639275,26/4/2021 02:34,AO18,OC94ASJ72024,1,AO18,OC94ASJ72024,AO,home,unpaid
EBJ5777402,26/4/2021 03:05,OO01,IC95TLY24827,2,OO01,IC95TLY24827,OO,home,unpaid
AMV0837094,26/4/2021 03:44,OO09,AT19HLV57173,2.8,OO09,AT19HLV57173,OO,home,unpaid
LSX0453423,26/4/2021 04:14,EG03,IW53OQE31439,2.8,EG03,IW53OQE31439,EG,home,unpaid
MWX9668420,26/4/2021 04:42,NE00,OY94SZK34436,2.5,NE00,OY94SZK34436,NE,home,unpaid
FEX5028933,26/4/2021 04:50,EG04,KB55KTM48860,1,EG04,KB55KTM48860,KO,away,unpaid
PKO9751077,26/4/2021 05:06,NE16,VX68BAR38623,2,NE16,VX68BAR38623,NE,home,unpaid
TGK7260052,26/4/2021 05:15,OO07,XV40HUQ04740,2.5,OO07,XV40HUQ04740,OO,home,unpaid
USK4051998,26/4/2021 05:19,AO14,OC94ASJ72024,1,AO14,OC94ASJ72024,AO,home,unpaid
YYY6220789,26/4/2021 05:21,MR01,HE38BQH01623,2.8,MR01,HE38BQH01623,MR,home,unpaid
YPV4795866,26/4/2021 05:28,KO05,RV87TIY76692,2.5,KO05,RV87TIY76692,KO,home,unpaid
TOL7416556,26/4/2021 05:40,OO12,VJ92OYV94295,2.5,OO12,VJ92OYV94295,OO,home,unpaid
TFQ6133495,26/4/2021 05:54,OO09,YH66OKD41942,3.1,OO09,YH66OKD41942,KO,away,unpaid
FPA0922665,26/4/2021 06:08,EG10,TE24LCO18661,1.25,EG10,TE24LCO18661,EG,home,unpaid
NIV1040321,26/4/2021 07:11,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
EEZ0088621,26/4/2021 07:45,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home,unpaid
CPV0712417,26/4/2021 07:50,KO08,QW79CHL42244,2.8,KO08,QW79CHL42244,KO,home,unpaid
ABU7746760,26/4/2021 08:37,NE14,EZ65FLV39493,1,NE14,EZ65FLV39493,MR,away,unpaid
RJO3857611,26/4/2021 08:49,GF00,MP14WFM40909,2.8,GF00,MP14WFM40909,GF,home,unpaid
RIJ3752702,26/4/2021 09:02,EG08,TV81MAQ99005,2.8,EG08,TV81MAQ99005,EG,home,unpaid
FYR4719690,26/4/2021 10:20,KO01,YH66OKD41942,2.8,KO01,YH66OKD41942,KO,home,unpaid
GLE3495771,26/4/2021 10:45,NE12,IA29IQS63679,1,NE12,IA29IQS63679,NE,home,unpaid
VKD9143194,26/4/2021 11:22,AO18,QW79CHL42244,2.8,AO18,QW79CHL42244,KO,away,unpaid
IZE0555311,26/4/2021 11:36,NE06,UF84JOS00561,2.8,NE06,UF84JOS00561,GF,away,unpaid
KOZ9523568,26/4/2021 11:37,KO03,DO24BCW15511,1,KO03,DO24BCW15511,KO,home,unpaid
GHC0445541,26/4/2021 12:51,KO06,YH66OKD41942,2.8,KO06,YH66OKD41942,KO,home,unpaid
WAE2195915,26/4/2021 13:22,AO17,MX39VOS38645,2.8,AO17,MX39VOS38645,AO,home,unpaid
CHY1798053,26/4/2021 14:00,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
QQB6896573,26/4/2021 15:06,KO01,QU94IGC75528,2,KO01,QU94IGC75528,EG,away,unpaid
YVO6880912,26/4/2021 15:20,AO17,DV04FQL29609,3.1,AO17,DV04FQL29609,AO,home,unpaid
WVA9224033,26/4/2021 17:00,AO01,BK77KNV91142,2.8,AO01,BK77KNV91142,OO,away,unpaid
VAG7665902,26/4/2021 18:03,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home,unpaid
OSY1743695,26/4/2021 18:09,EG06,TV81MAQ99005,2.8,EG06,TV81MAQ99005,EG,home,unpaid
YVS0778283,26/4/2021 18:41,MR08,EZ65FLV39493,2.8,MR08,EZ65FLV39493,MR,home,unpaid
PFC0415067,26/4/2021 18:47,EG00,AT19HLV57173,1.25,EG00,AT19HLV57173,OO,away,unpaid
TAA7531028,26/4/2021 20:33,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
VNP8948370,26/4/2021 20:48,NE10,OY94SZK34436,2.5,NE10,OY94SZK34436,NE,home,unpaid
WAC4361579,26/4/2021 21:04,EG05,IN99SEN20660,2.8,EG05,IN99SEN20660,EG,home,unpaid
KHD7088707,26/4/2021 21:19,EG01,IC95TLY24827,1.5,EG01,IC95TLY24827,OO,away,unpaid
WQX7184911,26/4/2021 21:38,AO11,NZ35XLQ89678,2.8,AO11,NZ35XLQ89678,NE,away,unpaid
RZC8902369,26/4/2021 22:45,KO03,DO24BCW15511,1.25,KO03,DO24BCW15511,KO,home,unpaid
JJD3227251,26/4/2021 23:35,NE02,VX68BAR38623,1.5,NE02,VX68BAR38623,NE,home,unpaid
WWT9158927,27/4/2021 00:46,NE00,JE65QJK64802,2.8,NE00,JE65QJK64802,GF,away,unpaid
WBY6457659,27/4/2021 01:27,MR02,KF48RSD79865,2.8,MR02,KF48RSD79865,MR,home,unpaid
PIG1293950,27/4/2021 01:34,KO01,HW75BKT77773,2.2,KO01,HW75BKT77773,KO,home,unpaid
BQH0043350,27/4/2021 02:46,AO08,LG64ARC91224,13,AO08,LG64ARC91224,AO,home,unpaid
NBB7915924,27/4/2021 03:54,OO04,JF94VYA88954,2.8,OO04,JF94VYA88954,OO,home,unpaid
VBU6637454,27/4/2021 04:17,NE01,PM58XHX45588,1.5,NE01,PM58XHX45588,NE,home,unpaid
ONQ0528441,27/4/2021 04:26,NE06,PM58XHX45588,1.5,NE06,PM58XHX45588,NE,home,unpaid
LHC4873556,27/4/2021 05:24,NE12,KW50MJG67260,3.1,NE12,KW50MJG67260,GF,away,unpaid
OVV7028068,27/4/2021 05:40,AO09,SL09NOT64494,2.8,AO09,SL09NOT64494,GF,away,unpaid
SJF3719152,27/4/2021 06:11,NE13,UO75YNW62238,1,NE13,UO75YNW62238,KO,away,unpaid
DMB1131531,27/4/2021 06:13,EG10,CM15YCB60994,2,EG10,CM15YCB60994,EG,home,unpaid
MOD0204280,27/4/2021 07:14,KO07,FL13UMN92207,1,KO07,FL13UMN92207,KO,home,unpaid
VYZ3691386,27/4/2021 08:25,MR04,EZ65FLV39493,2.8,MR04,EZ65FLV39493,MR,home,unpaid
CDK0925406,27/4/2021 09:00,MR05,QN23UHH39091,2.8,MR05,QN23UHH39091,MR,home,unpaid
YVS6026226,27/4/2021 09:17,OO07,IC95TLY24827,2,OO07,IC95TLY24827,OO,home,unpaid
QCC2028725,27/4/2021 09:21,MR08,UA13YTK28483,2.8,MR08,UA13YTK28483,MR,home,unpaid
KXW1436418,27/4/2021 10:21,KO02,FL13UMN92207,1,KO02,FL13UMN92207,KO,home,unpaid
SFM3303468,27/4/2021 12:21,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
CUT4882577,27/4/2021 12:27,MR03,IZ65WAT29135,2,MR03,IZ65WAT29135,MR,home,unpaid
FET5644372,27/4/2021 12:41,OO11,LC72NRN52084,3.1,OO11,LC72NRN52084,OO,home,unpaid
XDS3353233,27/4/2021 12:43,OO07,LC72NRN52084,3.1,OO07,LC72NRN52084,OO,home,unpaid
RKQ4811590,27/4/2021 13:31,MR03,IZ65WAT29135,2,MR03,IZ65WAT29135,MR,home,unpaid
XCW1816638,27/4/2021 13:38,AO17,BM25PHF40639,13,AO17,BM25PHF40639,AO,home,unpaid
DAI9032506,27/4/2021 15:08,OO11,VJ92OYV94295,2.5,OO11,VJ92OYV94295,OO,home,unpaid
EGM0501343,27/4/2021 15:18,NE02,OY94SZK34436,2.5,NE02,OY94SZK34436,NE,home,unpaid
USX1932756,27/4/2021 15:20,KO03,QO77TFN61853,2.2,KO03,QO77TFN61853,KO,home,unpaid
RKF4233381,27/4/2021 17:24,MR05,UA13YTK28483,2.8,MR05,UA13YTK28483,MR,home,unpaid
UPB0642557,27/4/2021 18:29,OO02,AT19HLV57173,2.8,OO02,AT19HLV57173,OO,home,unpaid
YPA4820284,27/4/2021 20:08,OO00,IC95TLY24827,2,OO00,IC95TLY24827,OO,home,unpaid
GAN0242826,27/4/2021 20:59,GF00,FL13UMN92207,13,GF00,FL13UMN92207,KO,away,unpaid
TLV0557576,27/4/2021 21:21,OO12,VJ92OYV94295,2.5,OO12,VJ92OYV94295,OO,home,unpaid
URG1542477,27/4/2021 22:13,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
LOY5883306,27/4/2021 23:03,KO07,YH66OKD41942,2.2,KO07,YH66OKD41942,KO,home,unpaid
NZQ8206695,28/4/2021 00:05,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home,unpaid
IEC8214577,28/4/2021 00:12,MR02,IZ65WAT29135,2,MR02,IZ65WAT29135,MR,home,unpaid
RJX8077327,28/4/2021 00:16,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
DXV5387052,28/4/2021 00:51,OO13,EM54HQI58682,2.8,OO13,EM54HQI58682,OO,home,unpaid
LCU5844561,28/4/2021 00:51,KO05,HW75BKT77773,2.2,KO05,HW75BKT77773,KO,home,unpaid
YVF1709798,28/4/2021 01:00,MR02,KF48RSD79865,2.8,MR02,KF48RSD79865,MR,home,unpaid
HAU9060945,28/4/2021 01:29,KO04,KB55KTM48860,2.5,KO04,KB55KTM48860,KO,home,unpaid
JJA3525026,28/4/2021 02:47,EG10,XE59BZM26378,2.5,EG10,XE59BZM26378,EG,home,unpaid
XPF7881040,28/4/2021 04:04,MR04,QO68DIC93032,2.5,MR04,QO68DIC93032,MR,home,unpaid
VIP5011462,28/4/2021 04:54,AO04,BZ76ROL87339,1,AO04,BZ76ROL87339,AO,home,unpaid
ARK7339912,28/4/2021 05:06,NE11,NY14GZR94632,2.8,NE11,NY14GZR94632,NE,home,unpaid
SSY6759878,28/4/2021 06:05,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
SPY7047461,28/4/2021 06:35,NE14,NZ35XLQ89678,1.5,NE14,NZ35XLQ89678,NE,home,unpaid
ZYK7163280,28/4/2021 06:39,OO03,EE22TMX10817,2,OO03,EE22TMX10817,OO,home,unpaid
CLI3323164,28/4/2021 07:00,KO06,HW75BKT77773,2.2,KO06,HW75BKT77773,KO,home,unpaid
VPZ4181301,28/4/2021 07:09,GF00,UA13YTK28483,13,GF00,UA13YTK28483,MR,away,unpaid
EVZ8619925,28/4/2021 07:59,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
QWX1813761,28/4/2021 09:00,NE16,PM58XHX45588,1.5,NE16,PM58XHX45588,NE,home,unpaid
CHA2500652,28/4/2021 09:59,AO16,RR73DWB65452,2.8,AO16,RR73DWB65452,AO,home,unpaid
XVF9824597,28/4/2021 10:39,AO07,EZ65FLV39493,2.8,AO07,EZ65FLV39493,MR,away,unpaid
ALX8155181,28/4/2021 10:43,KO02,ZY93PCY41868,1.5,KO02,ZY93PCY41868,KO,home,unpaid
JMX0311332,28/4/2021 11:03,KO04,IX01MVL33676,2.5,KO04,IX01MVL33676,KO,home,unpaid
ZNW6189233,28/4/2021 11:07,EG05,EM54HQI58682,1.25,EG05,EM54HQI58682,OO,away,unpaid
SOK6443451,28/4/2021 11:26,EG08,IW53OQE31439,2.8,EG08,IW53OQE31439,EG,home,unpaid
BLM2560169,28/4/2021 13:42,EG00,EC02LZC49528,2.8,EG00,EC02LZC49528,EG,home,unpaid
SAH6632212,28/4/2021 13:58,MR02,HR53SRO94328,2.8,MR02,HR53SRO94328,MR,home,unpaid
VBL5849701,28/4/2021 14:55,AO05,MX39VOS38645,2.8,AO05,MX39VOS38645,AO,home,unpaid
OSA9936384,28/4/2021 15:00,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
IRF1792501,28/4/2021 15:52,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
RRC7229707,28/4/2021 15:57,KO00,RV87TIY76692,2.5,KO00,RV87TIY76692,KO,home,unpaid
EGP6158822,28/4/2021 16:51,KO05,QO77TFN61853,2.2,KO05,QO77TFN61853,KO,home,unpaid
WWX0381586,28/4/2021 17:30,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
HGG0385367,28/4/2021 17:44,NE13,EV77EDV52985,1,NE13,EV77EDV52985,NE,home,unpaid
BVS5471326,28/4/2021 18:02,MR02,QO68DIC93032,2.5,MR02,QO68DIC93032,MR,home,unpaid
TCU5633927,28/4/2021 18:44,NE12,QP02SYE47964,2.8,NE12,QP02SYE47964,NE,home,unpaid
JYB2868797,28/4/2021 19:00,AO17,QN23UHH39091,2.8,AO17,QN23UHH39091,MR,away,unpaid
XAN8643555,28/4/2021 20:02,AO16,DP11ENT03275,3.1,AO16,DP11ENT03275,AO,home,unpaid
MEC9128947,28/4/2021 20:50,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
TVR8078640,28/4/2021 21:15,KO07,DO24BCW15511,1.25,KO07,DO24BCW15511,KO,home,unpaid
DOY0287010,28/4/2021 22:33,NE10,NZ35XLQ89678,1.5,NE10,NZ35XLQ89678,NE,home,unpaid
CSZ5250499,28/4/2021 23:14,AO11,PM58XHX45588,2.8,AO11,PM58XHX45588,NE,away,unpaid
LMT6660250,29/4/2021 03:36,OO03,VJ92OYV94295,2.5,OO03,VJ92OYV94295,OO,home,unpaid
SSS0231102,29/4/2021 04:13,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
AQX6968894,29/4/2021 04:26,AO14,BM25PHF40639,13,AO14,BM25PHF40639,AO,home,unpaid
XZS1240037,29/4/2021 04:34,OO12,VJ92OYV94295,2.5,OO12,VJ92OYV94295,OO,home,unpaid
PJU0712312,29/4/2021 05:02,AO03,HT62RDI04611,2.8,AO03,HT62RDI04611,AO,home,unpaid
